id,year,speech_year,date,description,subtitle,words,majortopic,filter_international,filter_duplicate
11924,1986,79,06/08/1986,Eta terror threat to British Envoy,,,19,0,0
11925,1986,79,06/08/1986,Pretoria to impose goods transit levy,,,10,1,0
11926,1986,79,13/08/1986,Botha offers mini states to city blacks,,,19,1,0
11927,1986,79,13/08/1986,TSB in free shares offer,,,15,0,0
11928,1986,79,13/08/1986,pretoria rejects detainees ruling,,,19,1,0
11929,1986,79,13/08/1986,Prince ends holiday,,,34,0,0
11930,1986,79,13/08/1986,Comeback continues for shares,,,15,0,0
11931,1986,79,13/08/1986,Baker backs big school changes,,,6,0,0
11932,1986,79,13/08/1986,Petrol reaches 164.6p as companies lift price,,,8,0,0
11933,1986,79,13/08/1986,Ship search after Sri Lankans are found adrift,,,19,1,0
11934,1986,79,13/08/1986,'Loyalist' show of unity erupts into violence,,,16,0,0
11935,1986,79,20/08/1986,TUC pact on secret ballots,,,5,0,0
11936,1986,79,20/08/1986,Souness banned for brawl,,,29,0,0
11937,1986,79,20/08/1986,Britain leads world currency markets,,,1,0,0
11938,1986,79,20/08/1986,Sellafield shut in waste alert,,,8,0,0
11939,1986,79,20/08/1986,Managers buy bus company,,,10,0,0
11940,1986,79,20/08/1986,Russian shift gives boost to peace talks,,,19,1,0
11941,1986,79,20/08/1986,Secretary case man detained,,,12,0,0
11942,1986,79,20/08/1986,Writ served on Tory editor for Stockton story,,,12,0,0
11943,1986,79,20/08/1986,Conrad Black group to repay pension cash,,,5,0,0
11944,1986,79,20/08/1986,Man dies in blast at London bookshop,,,16,0,0
11945,1986,79,20/08/1986,Spending slashed in Australia's toughest Budget,,,19,1,0
11946,1986,79,27/08/1986,US prime rate cut to nine-year low,,,1,1,0
11947,1986,79,27/08/1986,local party rallies behind Hattersley,,,33,0,0
11948,1986,79,27/08/1986,petrol rise of 5p may not be last,,,8,0,0
11949,1986,79,27/08/1986,Eight feared dead as gales wreak havoc,,,26,0,0
11950,1986,79,27/08/1986,Armed robber in house siege evades police,,,12,0,0
11951,1986,79,27/08/1986,TCCB take no action over Viv Richards,,,29,0,0
11952,1986,79,27/08/1986,Chernobyl plant may never reopen,,,8,1,0
11953,1986,79,27/08/1986,Thatcher given bases warning,,,16,0,0
11954,1986,79,27/08/1986,World rallies to aid victims in Cameroon,,,19,0,0
11955,1986,79,27/08/1986,Olivia Channon leaves fortunate of Ł541959,,,12,0,0
11956,1986,79,03/09/1986,SDP money-raiser from Shakespeare,,,28,0,0
11957,1986,79,03/09/1986,We work together or decline without work separately,Job creation top priority for Kinnock,,5,0,0
11958,1986,79,03/09/1986,We work together or decline without work separately,Unions in talks for super alliance,,5,0,0
11959,1986,79,03/09/1986,We work together or decline without work separately,Buckton loses seat on general council,,5,0,0
11960,1986,79,03/09/1986,Burglars strangle 5 at party,,,12,0,0
11961,1986,79,03/09/1986,NHS managers to get bonus money,,,3,0,0
11962,1986,79,03/09/1986,Funeral curbs in Soweto,,,19,1,0
11963,1986,79,03/09/1986,Wider net for crime profits,,,12,0,0
11964,1986,79,03/09/1986,Interest rate cut unlikely,,,1,0,0
11965,1986,79,03/09/1986,"Russia says 79 dead, 319 lost in cruise liner",,,10,1,0
11966,1986,79,03/09/1986,Brittan cleared of phone tap abuse,,,12,0,0
11967,1986,79,10/09/1986,US lists reprisals on jailed reporter,,,19,1,0
11968,1986,79,10/09/1986,26 accused of Heysel killings,,,12,0,0
11969,1986,79,10/09/1986,American Kidnapped in west Beirut,,,19,1,0
11970,1986,79,10/09/1986,Brave air hostess praised at inquest,,,10,0,0
11971,1986,79,10/09/1986,Botham's assurance to Gatting,,,29,0,0
11972,1986,79,10/09/1986,Boy's curiosity costs Ł1/2 m jet damage,,,10,0,0
11973,1986,79,10/09/1986,Kasparov goes 2 games clear,,,29,0,0
11974,1986,79,10/09/1986,police stoned by 50 youths,,,12,0,0
11975,1986,79,10/09/1986,Motorists face revolution in roadside justice,,,10,0,0
11976,1986,79,10/09/1986,"Halve wage rises, Lawson demands",,,5,0,0
11977,1986,79,10/09/1986,Editor is shot dead in Chile,,,19,0,0
11978,1986,79,10/09/1986,Pretoria hangs 3 ANC men,,,19,1,0
11979,1986,79,10/09/1986,Political storm as 1450 truck jobs are axed,,,10,0,0
11980,1986,79,17/09/1986,New offer likely at Wapping,,,5,0,0
11981,1986,79,17/09/1986,EEC breaks its deadlock on sanctions,,,19,0,0
11982,1986,79,17/09/1986,188 may have died in Rand mine fire,,,8,1,0
11983,1986,79,17/09/1986,Decline in shares continues,,,15,0,0
11984,1986,79,17/09/1986,Thatcher and Kohl warning,,,19,0,0
11985,1986,79,17/09/1986,Paris offers reward for bombers,,,19,1,0
11986,1986,79,17/09/1986,Summer date for airports sell-off,,,10,0,0
11987,1986,79,17/09/1986,Row as diplomats 'gatecrash' SDP,,,19,0,0
11988,1986,79,17/09/1986,Sellafield pay-out for cancer victims,,,16,0,0
11989,1986,79,17/09/1986,Briton shot dead by policewoman in US,,,19,0,0
11990,1986,79,17/09/1986,Man shot dead outside church by loyalists,,,16,0,0
11991,1986,79,17/09/1986,When butterflies lose on the scales of justice,,,12,0,0
11992,1986,79,24/09/1986,Bank steps in to support falling pound,,,1,0,0
11993,1986,79,24/09/1986,Liberals humiliate leader in nuclear debate,Steel defeat puts Alliance into disarry,,33,0,0
11994,1986,79,24/09/1986,US attack enrages Labour,,,19,0,0
11995,1986,79,24/09/1986,cabinet anger in Luton dispute,,,20,0,0
11996,1986,79,24/09/1986,Baker goes for student loans and sponsorship,,,6,0,0
11997,1986,79,24/09/1986,Reagan given EEC pledge by Howe,,,19,0,0
11998,1986,79,24/09/1986,Warrant is issued for solicitor,,,12,0,0
11999,1986,79,24/09/1986,Yorkshire sack Boycott,,,29,0,0
12000,1986,79,24/09/1986,Two heavyweights stuck in a UN lift,,,19,0,0
12001,1986,79,24/09/1986,Axe ready to fall on Nimrod,,,16,0,0
12002,1986,79,24/09/1986,Currie chides the unhealthy North,,,3,0,0
12003,1986,79,24/09/1986,Renewed optimism by Shevardnadze on Daniloff case,,,19,0,0
12004,1986,79,01/10/1986,Gorbachov to meet Reagan for 'summit',,,19,1,0
12005,1986,79,01/10/1986,Russian freed by US flies home,,,19,1,0
12006,1986,79,01/10/1986,"Kremlin made the running, says Tass",,,19,0,0
12007,1986,79,01/10/1986,Triumph and trouble for labour leader,Nuclear policy threatened by delaying tactics,,33,0,0
12008,1986,79,01/10/1986,Triumph and trouble for labour leader,Kinnock plays for high stakes over defence,,33,0,0
12009,1986,79,01/10/1986,US black named for pretoria,,,19,1,0
12010,1986,79,01/10/1986,Sealink crews stage sit-in,,,10,0,0
12011,1986,79,01/10/1986,Pressure on interest rates eases,,,1,0,0
12012,1986,79,01/10/1986,Tenants to get a better deal,,,14,0,0
12013,1986,79,01/10/1986,Suicide bid 'just like a circus',,,12,0,0
12014,1986,79,08/10/1986,Limelight welcomed by Iceland's modern woman,,,34,0,0
12015,1986,79,08/10/1986,Tory conference told of Ł14 bn privatization plan,Tebbit spells out issues for next election,,1,0,0
12016,1986,79,08/10/1986,Edmonds summoned to lord's for TV remarks,,,20,0,0
12017,1986,79,08/10/1986,Thatcher stumbles,,,20,0,0
12018,1986,79,08/10/1986,Baker unveils his school revolution,,,6,0,0
12019,1986,79,08/10/1986,Patten pledges to ease rent controls,,,14,0,0
12020,1986,79,08/10/1986,Base rate boost for lawson,,,1,0,0
12021,1986,79,08/10/1986,Teacher cleared of IRA plot,,,16,0,0
12022,1986,79,08/10/1986,Five held in Gandhi conspiracy,,,19,0,0
12023,1986,79,08/10/1986,Lucas dispute forces 12000 Rover lay-offs,,,10,0,0
12024,1986,79,08/10/1986,Libya advertises for British pilots,,,19,0,0
12025,1986,79,15/10/1986,Soviet hint of deal 'not tied to star wars',,,16,1,0
12026,1986,79,15/10/1986,Buy a school pledge,,,6,0,0
12027,1986,79,15/10/1986,Hurd Challenges judges on tougher sentences,,,12,0,0
12028,1986,79,15/10/1986,Great wall stormed by Queen,,,34,0,0
12029,1986,79,15/10/1986,Base rate rise to 11%,,,1,0,0
12030,1986,79,15/10/1986,Let's try again says president,,,19,0,0
12031,1986,79,15/10/1986,Gorbachov optimistic for future,,,19,0,0
12032,1986,79,15/10/1986,Tories angry at shire grants,,,24,0,0
12033,1986,79,15/10/1986,Visa deadline,Heathrow under siege by Asian,,9,0,0
12034,1986,79,22/10/1986,US expels 55 in tit-for-tat with Moscow,,,19,1,0
12035,1986,79,22/10/1986,Gorbachov in new arms cuts move,,,16,1,0
12036,1986,79,22/10/1986,People of Aberfan mark day of grief,,,28,0,0
12037,1986,79,22/10/1986,IRA royal wedding bomb plot,,,16,0,0
12038,1986,79,22/10/1986,Oxford students may ban Times at debate,,,6,0,0
12039,1986,79,22/10/1986,BBC admits libel claim in Panorama report,,,17,0,0
12040,1986,79,22/10/1986,Cut in BR subsidy may put fears up,,,10,0,0
12041,1986,79,22/10/1986,Tory delight at polls,,,20,0,0
12042,1986,79,22/10/1986,Horse switch trainer has licence taken,,,29,0,0
12043,1986,79,22/10/1986,Opec in new deal on oil supplies,,,8,0,0
12044,1986,79,22/10/1986,Halifax start loan rises,,,15,0,0
12045,1986,79,22/10/1986,Runcie marriage rumours 'scurrilous',,,34,0,0
12046,1986,79,29/10/1986,Thatcher hopes to lead into the 1990s,,,33,0,0
12047,1986,79,29/10/1986,Storm batters white poppies,,,26,0,0
12048,1986,79,29/10/1986,Novelist Braine dies at 64,,,30,0,0
12049,1986,79,29/10/1986,Labour demands BBC libel witnesses memo,,,17,0,0
12050,1986,79,29/10/1986,CBI predicts upswing for industry,,,1,0,0
12051,1986,79,29/10/1986,New cola war looms after Ł120m deal,,,15,0,0
12052,1986,79,29/10/1986,Voice of rugby dies,,,30,0,0
12053,1986,79,29/10/1986,Warped Bamber found guilty of murdering family,,,12,0,0
12054,1986,79,29/10/1986,Britain to veto Ł100m EEC aid for Syria,,,19,0,0
12055,1986,79,29/10/1986,Kinnock aims to curb relief on mortgages,,,14,0,0
12056,1986,79,29/10/1986,Mazambique rebels to wage war on Mugabe,,,16,1,0
12057,1986,79,05/11/1986,End of Russian line nowhere in sight,,,19,0,0
12058,1986,79,05/11/1986,Direct appeal by Baker to heads,,,6,0,0
12059,1986,79,05/11/1986,UK reserves down Ł474m,,,1,0,0
12060,1986,79,05/11/1986,Tories take 4% poll lead,,,20,0,0
12061,1986,79,05/11/1986,Human heart for patient at Papworth,,,3,0,0
12062,1986,79,05/11/1986,Howe appeals to Moscow on rights,,,19,0,0
12063,1986,79,05/11/1986,2 am: US mid-term elections,Early senate gains for Democrats,,19,1,0
12064,1986,79,05/11/1986,The flying Duchess goes solo,,,34,0,0
12065,1986,79,05/11/1986,Le grange goes in reshuffle,,,19,0,0
12066,1986,79,05/11/1986,Reagan aide in undercover mission,US and Iranians in secret hostage deal,,16,1,0
12067,1986,79,05/11/1986,Race now teacher reinstated,,,6,0,0
12068,1986,79,12/11/1986,Heat a shock to Oman's royal visitors,,,19,0,0
12069,1986,79,12/11/1986,Texan bride for the Prime Minister's son,Mark Thatcher to wed in new year,,34,0,0
12070,1986,79,12/11/1986,Awacs 'sweetner' angers UK bidders,,,15,0,0
12071,1986,79,12/11/1986,Cheap car appeal lost by Rover,,,10,0,0
12072,1986,79,12/11/1986,Cabinet to put aids warning in 23m homes,,,3,0,0
12073,1986,79,12/11/1986,Air fares turmoil as talks fail,,,10,0,0
12074,1986,79,12/11/1986,Queen mother taken to hospital with leg injury,,,34,0,0
12075,1986,79,12/11/1986,Pessimism on teacher pay talks,,,6,0,0
12076,1986,79,12/11/1986,France thanks Syria on hostages,,,16,1,0
12077,1986,79,12/11/1986,Vinnea arms talks and in exchange of insults,,,16,0,0
12078,1986,79,12/11/1986,British coal could be selloff target,,,8,0,0
12079,1986,79,12/11/1986,Hattersley rejects levy call,,,15,0,0
12080,1986,80,19/11/1986,5 accused of tamil murders,,,16,0,0
12081,1986,80,19/11/1986,Women terrorists shot Renault chief,,,19,0,0
12082,1986,80,19/11/1986,Welcome twang from the saudi hero prince,,,19,0,0
12083,1986,80,19/11/1986,Hindley to aid body hunt after mother's letter,,,12,0,0
12084,1986,80,19/11/1986,Top rate tax at 50% an option for tories,,,1,0,0
12085,1986,80,19/11/1986,Israelis Challenged on Vanunu,,,19,1,0
12086,1986,80,19/11/1986,Hurd to consider firearms amnesty,,,12,0,0
12087,1986,80,19/11/1986,Fans go on rampage,,,12,0,0
12088,1986,80,19/11/1986,Commons row hits Thatcher over M15 case,,,16,0,0
12089,1986,80,19/11/1986,Wall st panic on Boesky's tape,,,19,1,0
12090,1986,80,19/11/1986,Tough time for Britain's witness,,,12,0,0
12091,1986,80,26/11/1986,MPs agog over M15 claim,,,16,0,0
12092,1986,80,26/11/1986,French link in Chelsea bombing,,,16,0,0
12093,1986,80,26/11/1986,Man held in triple murder inquiry,,,12,0,0
12094,1986,80,26/11/1986,Brady in talks with CID chief,,,12,0,0
12095,1986,80,26/11/1986,Defeat for Britain on Falklands,,,19,0,0
12096,1986,80,26/11/1986,Trial time limit to speed courts,,,12,0,0
12097,1986,80,26/11/1986,Sangster picks new trainer,,,29,0,0
12098,1986,80,26/11/1986,Mortgage arrears increasing,,,15,0,0
12099,1986,80,26/11/1986,Poindexter and adviser in furore over slush fund for Contras,Reagan men go in arms scandal,,16,1,0
12100,1986,80,26/11/1986,Poindexter and adviser in furore over slush fund for Contras,Colonel's shadowy world,,16,1,0
12101,1986,80,26/11/1986,Rain and aid rescue Sudan,,,19,0,0
12102,1986,80,03/12/1986,Leyland exploring link with Dutch truck firm,,,10,0,0
12103,1986,80,03/12/1986,British Gas share sale closes today,,,8,0,0
12104,1986,80,03/12/1986,Guinness inquiry net takes in two more leading city firms,,,15,0,0
12105,1986,80,03/12/1986,Collier is served with summons,,,12,0,0
12106,1986,80,03/12/1986,Grants to students inadequate,,,6,0,0
12107,1986,80,03/12/1986,Thatcher's warning on 'jet set' aids,,,20,0,0
12108,1986,80,03/12/1986,Reagan names CIA man for security post,,,16,1,0
12109,1986,80,03/12/1986,Thatcher warns Labour leader over M15 secrets case,Kinnock could be left out of spy briefings,,16,0,0
12110,1986,80,03/12/1986,Thatcher warns Labour leader over M15 secrets case,Book case leaks upset Whitehall,,16,0,0
12111,1986,80,03/12/1986,Thatcher warns Labour leader over M15 secrets case,Bid fails to ban story in Ireland,,16,0,0
12112,1986,80,03/12/1986,Thatcher warns Labour leader over M15 secrets case,M15 attack on Wright,,16,0,0
12113,1986,80,03/12/1986,Currie in row over computer contract,,,15,0,0
12114,1986,80,10/12/1986,Labour's soaring rent debt,,,33,0,0
12115,1986,80,10/12/1986,Dissident died in camp,,,19,0,0
12116,1986,80,10/12/1986,US launches Operation Persuasion,Reagam men fly in rebuild trust,,19,0,0
12117,1986,80,10/12/1986,Thatcher urges stronger links,,,19,0,0
12118,1986,80,10/12/1986,Britain will decide if Kinnock can be trusted on security,,,20,0,0
12119,1986,80,10/12/1986,Britain agrees deal on spy case papers,,,16,0,0
12120,1986,80,10/12/1986,Racing on Sundays supported,,,29,0,0
12121,1986,80,10/12/1986,New drug stops accidental poisoning,,,3,0,0
12122,1986,80,10/12/1986,Ex-aides refuse to testify on arms,,,16,0,0
12123,1986,80,17/12/1986,Printers to lose 'hundreds' of jobs,,,17,0,0
12124,1986,80,17/12/1986,Tax cut hint after big fall in borrowing,,,1,0,0
12125,1986,80,17/12/1986,Macabre search for young bodies in the snow,Hindley collapses in tears on moor,,12,0,0
12126,1986,80,17/12/1986,Two US officials resign,,,19,1,0
12127,1986,80,17/12/1986,Ministers' Ł65 billion rates blunder,,,20,0,0
12128,1986,80,17/12/1986,Landslide ends 30 years of Trinidad rule,,,19,1,0
12129,1986,80,17/12/1986,Britain pulls off an EEC quotas coup,,,19,0,0
12130,1986,80,17/12/1986,Thatcher rejects GEC inquiry call,,,16,0,0
12131,1986,80,17/12/1986,Navy could lose Ł500m on frigate computer,,,16,0,0
12132,1986,80,24/12/1986,Sakharov pleads for prisoners,,,19,0,0
12133,1986,80,24/12/1986,Thatcher put in danger by Paisley leak,,,20,0,0
12134,1986,80,24/12/1986,Court cuts piggott's record bail,,,12,0,0
12135,1986,80,24/12/1986,UK trade gap tops Ł1 billion,,,18,0,0
12136,1986,80,24/12/1986,peking student protest,,,19,1,0
12137,1986,80,24/12/1986,BBC postpones Ronald Biggs play,,,17,0,0
12138,1986,80,24/12/1986,New MX-10 deployed in Wyoming,,,16,0,0
12139,1986,80,24/12/1986,Aids-test centre is set up in car park,,,3,0,0
12140,1986,80,24/12/1986,Triumph for pilots after nine-day marathon,Voyager flies into aviation history,,34,0,0
12141,1986,80,24/12/1986,Fowler gives extra Ł10m to London's 4 health regions,,,3,0,0
12142,1986,80,31/12/1986,US imposes 200% duties in trade war,,,18,0,0
12143,1986,80,31/12/1986,Thatcher says pride is back,,,20,0,0
12144,1986,80,31/12/1986,Bank resigns as adviser to Guinness,,,15,0,0
12145,1986,80,31/12/1986,Tributes pour in for Stockton the patriot,,,30,0,0
12146,1986,80,31/12/1986,Reagan gets round Gorbachov's snub,,,19,1,0
12147,1986,80,31/12/1986,Dial a deabate at Commons - for 38p a minute,,,20,0,0
12148,1986,80,31/12/1986,TV favourites are awarded the CBE,,,28,0,0
12149,1986,80,31/12/1986,Samantha lived on chocolate,,,34,0,0
12150,1987,80,07/01/1987,US control alleged by Meacher,,,19,0,0
12151,1987,80,07/01/1987,Taylor-made confusion in australia,,,19,1,0
12152,1987,80,07/01/1987,Guinness hold crisis meeting over Saunders,,,15,0,0
12153,1987,80,07/01/1987,Police in Lambeth leaks row,,,12,0,0
12154,1987,80,07/01/1987,Freeze fear premature,,,26,0,0
12155,1987,80,07/01/1987,One-day tube strike called,,,10,0,0
12156,1987,80,07/01/1987,Ł925000 haul in armed raid,,,12,0,0
12157,1987,80,07/01/1987,Thatcher cool on spring election,,,20,0,0
12158,1987,80,07/01/1987,Officers held in riot at prison,,,12,0,0
12159,1987,80,07/01/1987,Contras' US office burgled,,,16,1,0
12160,1987,80,07/01/1987,Habgood criticizes Anderton,,,31,0,0
12161,1987,80,07/01/1987,A Mars on race day makes trainer pay,,,29,0,0
12162,1987,80,14/01/1987,Tory MPs warmed by poll hopes,,,33,0,0
12163,1987,80,14/01/1987,Print union turn down 58 p levy,,,17,0,0
12164,1987,80,14/01/1987,Arctic bizzards prompt No 10 action on cold weather payments,Government's about-turn on Ł5 freeze aid,,26,0,0
12165,1987,80,14/01/1987,BBC free to be indexed,,,17,0,0
12166,1987,80,14/01/1987,French photographer kidnapped in beirut,,,19,1,0
12167,1987,80,14/01/1987,Chad officials show off captured Libyans,,,16,1,0
12168,1987,80,14/01/1987,Forecast of -25C as power demands break records,,,26,0,0
12169,1987,80,14/01/1987,Guinness Ł200m share bid support,,,15,0,0
12170,1987,80,14/01/1987,Ridley's spending spree for councils,,,24,0,0
12171,1987,80,21/01/1987,Plumb wins presidency of Euro parliament,,,19,0,0
12172,1987,80,21/01/1987,Telephone strike to hit City first,,,17,0,0
12173,1987,80,21/01/1987,Gunmen kill two men in Irish hotel,,,16,0,0
12174,1987,80,21/01/1987,Tory relief as BTR drop bid for Pilkington,,,15,0,0
12175,1987,80,21/01/1987,Big names in Ł25m Guinness mystery,,,15,0,0
12176,1987,80,21/01/1987,Another two directors quit Morgan Grenfell,,,15,0,0
12177,1987,80,21/01/1987,Bomb case review imminent,,,16,0,0
12178,1987,80,21/01/1987,Princess ducks the challenge,,,34,0,0
12179,1987,80,21/01/1987,Labour to put police under council control,,,12,0,0
12180,1987,80,21/01/1987,Anderton told to end crusade,,,12,0,0
12181,1987,80,28/01/1987,Basnett peerage sought,,,33,0,0
12182,1987,80,28/01/1987,Howe voices concern for Waite's safety,,,16,0,0
12183,1987,80,28/01/1987,Historic Kremlin demand for extension of democracy,Gorbachov calls for secret Soviet ballots,,19,1,0
12184,1987,80,28/01/1987,Trident cost falls by Ł546m,,,16,0,0
